"fid","new_commun","old_commun","date"
10,"TSARATANANA","TSARATANANA","2019-05"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2019-06"
4,"AMBOHIMIERA","AMBOHIMIERA","2019-06"
9,"ANALAMPASINA","ANALAMPASINA","2019-06"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2019-06"
7,"AMBIABE","ANDRORANGAVOLA","2019-06"
14,"ANTARETRA","ANTARETRA","2019-06"
15,"ANTSINDRA","ANTSINDRA","2019-06"
5,"AMPASINAMBO","FASINTSARA","2019-06"
11,"FASINTSARA","FASINTSARA","2019-06"
8,"IFANADIANA","IFANADIANA","2019-06"
3,"KELILALINA","KELILALINA","2019-06"
12,"MAROHARATRA","MAROHARATRA","2019-06"
13,"MAROTOKO","MAROTOKO","2019-06"
1,"RANOMAFANA","RANOMAFANA","2019-06"
10,"TSARATANANA","TSARATANANA","2019-06"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2019-07"
4,"AMBOHIMIERA","AMBOHIMIERA","2019-07"
9,"ANALAMPASINA","ANALAMPASINA","2019-07"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2019-07"
7,"AMBIABE","ANDRORANGAVOLA","2019-07"
14,"ANTARETRA","ANTARETRA","2019-07"
15,"ANTSINDRA","ANTSINDRA","2019-07"
5,"AMPASINAMBO","FASINTSARA","2019-07"
11,"FASINTSARA","FASINTSARA","2019-07"
8,"IFANADIANA","IFANADIANA","2019-07"
3,"KELILALINA","KELILALINA","2019-07"
12,"MAROHARATRA","MAROHARATRA","2019-07"
13,"MAROTOKO","MAROTOKO","2019-07"
1,"RANOMAFANA","RANOMAFANA","2019-07"
10,"TSARATANANA","TSARATANANA","2019-07"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2019-08"
4,"AMBOHIMIERA","AMBOHIMIERA","2019-08"
9,"ANALAMPASINA","ANALAMPASINA","2019-08"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2019-08"
7,"AMBIABE","ANDRORANGAVOLA","2019-08"
14,"ANTARETRA","ANTARETRA","2019-08"
15,"ANTSINDRA","ANTSINDRA","2019-08"
5,"AMPASINAMBO","FASINTSARA","2019-08"
11,"FASINTSARA","FASINTSARA","2019-08"
8,"IFANADIANA","IFANADIANA","2019-08"
3,"KELILALINA","KELILALINA","2019-08"
12,"MAROHARATRA","MAROHARATRA","2019-08"
13,"MAROTOKO","MAROTOKO","2019-08"
1,"RANOMAFANA","RANOMAFANA","2019-08"
10,"TSARATANANA","TSARATANANA","2019-08"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2019-09"
4,"AMBOHIMIERA","AMBOHIMIERA","2019-09"
9,"ANALAMPASINA","ANALAMPASINA","2019-09"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2019-09"
7,"AMBIABE","ANDRORANGAVOLA","2019-09"
14,"ANTARETRA","ANTARETRA","2019-09"
15,"ANTSINDRA","ANTSINDRA","2019-09"
5,"AMPASINAMBO","FASINTSARA","2019-09"
11,"FASINTSARA","FASINTSARA","2019-09"
8,"IFANADIANA","IFANADIANA","2019-09"
3,"KELILALINA","KELILALINA","2019-09"
12,"MAROHARATRA","MAROHARATRA","2019-09"
13,"MAROTOKO","MAROTOKO","2019-09"
1,"RANOMAFANA","RANOMAFANA","2019-09"
10,"TSARATANANA","TSARATANANA","2019-09"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2019-10"
4,"AMBOHIMIERA","AMBOHIMIERA","2019-10"
9,"ANALAMPASINA","ANALAMPASINA","2019-10"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2019-10"
7,"AMBIABE","ANDRORANGAVOLA","2019-10"
14,"ANTARETRA","ANTARETRA","2019-10"
15,"ANTSINDRA","ANTSINDRA","2019-10"
5,"AMPASINAMBO","FASINTSARA","2019-10"
11,"FASINTSARA","FASINTSARA","2019-10"
8,"IFANADIANA","IFANADIANA","2019-10"
3,"KELILALINA","KELILALINA","2019-10"
12,"MAROHARATRA","MAROHARATRA","2019-10"
13,"MAROTOKO","MAROTOKO","2019-10"
1,"RANOMAFANA","RANOMAFANA","2019-10"
10,"TSARATANANA","TSARATANANA","2019-10"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2019-11"
4,"AMBOHIMIERA","AMBOHIMIERA","2019-11"
9,"ANALAMPASINA","ANALAMPASINA","2019-11"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2019-11"
7,"AMBIABE","ANDRORANGAVOLA","2019-11"
14,"ANTARETRA","ANTARETRA","2019-11"
15,"ANTSINDRA","ANTSINDRA","2019-11"
5,"AMPASINAMBO","FASINTSARA","2019-11"
11,"FASINTSARA","FASINTSARA","2019-11"
8,"IFANADIANA","IFANADIANA","2019-11"
3,"KELILALINA","KELILALINA","2019-11"
12,"MAROHARATRA","MAROHARATRA","2019-11"
13,"MAROTOKO","MAROTOKO","2019-11"
1,"RANOMAFANA","RANOMAFANA","2019-11"
10,"TSARATANANA","TSARATANANA","2019-11"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2019-12"
4,"AMBOHIMIERA","AMBOHIMIERA","2019-12"
9,"ANALAMPASINA","ANALAMPASINA","2019-12"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2019-12"
7,"AMBIABE","ANDRORANGAVOLA","2019-12"
14,"ANTARETRA","ANTARETRA","2019-12"
15,"ANTSINDRA","ANTSINDRA","2019-12"
5,"AMPASINAMBO","FASINTSARA","2019-12"
11,"FASINTSARA","FASINTSARA","2019-12"
8,"IFANADIANA","IFANADIANA","2019-12"
3,"KELILALINA","KELILALINA","2019-12"
12,"MAROHARATRA","MAROHARATRA","2019-12"
13,"MAROTOKO","MAROTOKO","2019-12"
1,"RANOMAFANA","RANOMAFANA","2019-12"
10,"TSARATANANA","TSARATANANA","2019-12"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2020-01"
4,"AMBOHIMIERA","AMBOHIMIERA","2020-01"
9,"ANALAMPASINA","ANALAMPASINA","2020-01"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2020-01"
7,"AMBIABE","ANDRORANGAVOLA","2020-01"
14,"ANTARETRA","ANTARETRA","2020-01"
15,"ANTSINDRA","ANTSINDRA","2020-01"
5,"AMPASINAMBO","FASINTSARA","2020-01"
11,"FASINTSARA","FASINTSARA","2020-01"
8,"IFANADIANA","IFANADIANA","2020-01"
3,"KELILALINA","KELILALINA","2020-01"
12,"MAROHARATRA","MAROHARATRA","2020-01"
13,"MAROTOKO","MAROTOKO","2020-01"
1,"RANOMAFANA","RANOMAFANA","2020-01"
10,"TSARATANANA","TSARATANANA","2020-01"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2020-02"
4,"AMBOHIMIERA","AMBOHIMIERA","2020-02"
9,"ANALAMPASINA","ANALAMPASINA","2020-02"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2020-02"
7,"AMBIABE","ANDRORANGAVOLA","2020-02"
14,"ANTARETRA","ANTARETRA","2020-02"
15,"ANTSINDRA","ANTSINDRA","2020-02"
5,"AMPASINAMBO","FASINTSARA","2020-02"
11,"FASINTSARA","FASINTSARA","2020-02"
8,"IFANADIANA","IFANADIANA","2020-02"
3,"KELILALINA","KELILALINA","2020-02"
12,"MAROHARATRA","MAROHARATRA","2020-02"
13,"MAROTOKO","MAROTOKO","2020-02"
1,"RANOMAFANA","RANOMAFANA","2020-02"
10,"TSARATANANA","TSARATANANA","2020-02"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2020-03"
4,"AMBOHIMIERA","AMBOHIMIERA","2020-03"
9,"ANALAMPASINA","ANALAMPASINA","2020-03"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2020-03"
7,"AMBIABE","ANDRORANGAVOLA","2020-03"
14,"ANTARETRA","ANTARETRA","2020-03"
15,"ANTSINDRA","ANTSINDRA","2020-03"
5,"AMPASINAMBO","FASINTSARA","2020-03"
11,"FASINTSARA","FASINTSARA","2020-03"
8,"IFANADIANA","IFANADIANA","2020-03"
3,"KELILALINA","KELILALINA","2020-03"
12,"MAROHARATRA","MAROHARATRA","2020-03"
13,"MAROTOKO","MAROTOKO","2020-03"
1,"RANOMAFANA","RANOMAFANA","2020-03"
10,"TSARATANANA","TSARATANANA","2020-03"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2020-04"
4,"AMBOHIMIERA","AMBOHIMIERA","2020-04"
9,"ANALAMPASINA","ANALAMPASINA","2020-04"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2020-04"
7,"AMBIABE","ANDRORANGAVOLA","2020-04"
14,"ANTARETRA","ANTARETRA","2020-04"
15,"ANTSINDRA","ANTSINDRA","2020-04"
5,"AMPASINAMBO","FASINTSARA","2020-04"
11,"FASINTSARA","FASINTSARA","2020-04"
8,"IFANADIANA","IFANADIANA","2020-04"
3,"KELILALINA","KELILALINA","2020-04"
12,"MAROHARATRA","MAROHARATRA","2020-04"
13,"MAROTOKO","MAROTOKO","2020-04"
1,"RANOMAFANA","RANOMAFANA","2020-04"
10,"TSARATANANA","TSARATANANA","2020-04"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2020-05"
4,"AMBOHIMIERA","AMBOHIMIERA","2020-05"
9,"ANALAMPASINA","ANALAMPASINA","2020-05"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2020-05"
7,"AMBIABE","ANDRORANGAVOLA","2020-05"
14,"ANTARETRA","ANTARETRA","2020-05"
15,"ANTSINDRA","ANTSINDRA","2020-05"
5,"AMPASINAMBO","FASINTSARA","2020-05"
11,"FASINTSARA","FASINTSARA","2020-05"
8,"IFANADIANA","IFANADIANA","2020-05"
3,"KELILALINA","KELILALINA","2020-05"
12,"MAROHARATRA","MAROHARATRA","2020-05"
13,"MAROTOKO","MAROTOKO","2020-05"
1,"RANOMAFANA","RANOMAFANA","2020-05"
10,"TSARATANANA","TSARATANANA","2020-05"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2020-06"
4,"AMBOHIMIERA","AMBOHIMIERA","2020-06"
9,"ANALAMPASINA","ANALAMPASINA","2020-06"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2020-06"
7,"AMBIABE","ANDRORANGAVOLA","2020-06"
14,"ANTARETRA","ANTARETRA","2020-06"
15,"ANTSINDRA","ANTSINDRA","2020-06"
5,"AMPASINAMBO","FASINTSARA","2020-06"
11,"FASINTSARA","FASINTSARA","2020-06"
8,"IFANADIANA","IFANADIANA","2020-06"
3,"KELILALINA","KELILALINA","2020-06"
12,"MAROHARATRA","MAROHARATRA","2020-06"
13,"MAROTOKO","MAROTOKO","2020-06"
1,"RANOMAFANA","RANOMAFANA","2020-06"
10,"TSARATANANA","TSARATANANA","2020-06"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2020-07"
4,"AMBOHIMIERA","AMBOHIMIERA","2020-07"
9,"ANALAMPASINA","ANALAMPASINA","2020-07"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2020-07"
7,"AMBIABE","ANDRORANGAVOLA","2020-07"
14,"ANTARETRA","ANTARETRA","2020-07"
15,"ANTSINDRA","ANTSINDRA","2020-07"
5,"AMPASINAMBO","FASINTSARA","2020-07"
11,"FASINTSARA","FASINTSARA","2020-07"
8,"IFANADIANA","IFANADIANA","2020-07"
3,"KELILALINA","KELILALINA","2020-07"
12,"MAROHARATRA","MAROHARATRA","2020-07"
13,"MAROTOKO","MAROTOKO","2020-07"
1,"RANOMAFANA","RANOMAFANA","2020-07"
10,"TSARATANANA","TSARATANANA","2020-07"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2020-08"
4,"AMBOHIMIERA","AMBOHIMIERA","2020-08"
9,"ANALAMPASINA","ANALAMPASINA","2020-08"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2020-08"
7,"AMBIABE","ANDRORANGAVOLA","2020-08"
14,"ANTARETRA","ANTARETRA","2020-08"
15,"ANTSINDRA","ANTSINDRA","2020-08"
5,"AMPASINAMBO","FASINTSARA","2020-08"
11,"FASINTSARA","FASINTSARA","2020-08"
8,"IFANADIANA","IFANADIANA","2020-08"
3,"KELILALINA","KELILALINA","2020-08"
12,"MAROHARATRA","MAROHARATRA","2020-08"
13,"MAROTOKO","MAROTOKO","2020-08"
1,"RANOMAFANA","RANOMAFANA","2020-08"
10,"TSARATANANA","TSARATANANA","2020-08"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2020-09"
4,"AMBOHIMIERA","AMBOHIMIERA","2020-09"
9,"ANALAMPASINA","ANALAMPASINA","2020-09"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2020-09"
7,"AMBIABE","ANDRORANGAVOLA","2020-09"
14,"ANTARETRA","ANTARETRA","2020-09"
15,"ANTSINDRA","ANTSINDRA","2020-09"
5,"AMPASINAMBO","FASINTSARA","2020-09"
11,"FASINTSARA","FASINTSARA","2020-09"
8,"IFANADIANA","IFANADIANA","2020-09"
3,"KELILALINA","KELILALINA","2020-09"
12,"MAROHARATRA","MAROHARATRA","2020-09"
13,"MAROTOKO","MAROTOKO","2020-09"
1,"RANOMAFANA","RANOMAFANA","2020-09"
10,"TSARATANANA","TSARATANANA","2020-09"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2020-10"
4,"AMBOHIMIERA","AMBOHIMIERA","2020-10"
9,"ANALAMPASINA","ANALAMPASINA","2020-10"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2020-10"
7,"AMBIABE","ANDRORANGAVOLA","2020-10"
14,"ANTARETRA","ANTARETRA","2020-10"
15,"ANTSINDRA","ANTSINDRA","2020-10"
5,"AMPASINAMBO","FASINTSARA","2020-10"
11,"FASINTSARA","FASINTSARA","2020-10"
8,"IFANADIANA","IFANADIANA","2020-10"
3,"KELILALINA","KELILALINA","2020-10"
12,"MAROHARATRA","MAROHARATRA","2020-10"
13,"MAROTOKO","MAROTOKO","2020-10"
1,"RANOMAFANA","RANOMAFANA","2020-10"
10,"TSARATANANA","TSARATANANA","2020-10"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2020-11"
4,"AMBOHIMIERA","AMBOHIMIERA","2020-11"
9,"ANALAMPASINA","ANALAMPASINA","2020-11"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2020-11"
7,"AMBIABE","ANDRORANGAVOLA","2020-11"
14,"ANTARETRA","ANTARETRA","2020-11"
15,"ANTSINDRA","ANTSINDRA","2020-11"
5,"AMPASINAMBO","FASINTSARA","2020-11"
11,"FASINTSARA","FASINTSARA","2020-11"
8,"IFANADIANA","IFANADIANA","2020-11"
3,"KELILALINA","KELILALINA","2020-11"
12,"MAROHARATRA","MAROHARATRA","2020-11"
13,"MAROTOKO","MAROTOKO","2020-11"
1,"RANOMAFANA","RANOMAFANA","2020-11"
10,"TSARATANANA","TSARATANANA","2020-11"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2020-12"
4,"AMBOHIMIERA","AMBOHIMIERA","2020-12"
9,"ANALAMPASINA","ANALAMPASINA","2020-12"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2020-12"
7,"AMBIABE","ANDRORANGAVOLA","2020-12"
14,"ANTARETRA","ANTARETRA","2020-12"
15,"ANTSINDRA","ANTSINDRA","2020-12"
5,"AMPASINAMBO","FASINTSARA","2020-12"
11,"FASINTSARA","FASINTSARA","2020-12"
8,"IFANADIANA","IFANADIANA","2020-12"
3,"KELILALINA","KELILALINA","2020-12"
12,"MAROHARATRA","MAROHARATRA","2020-12"
13,"MAROTOKO","MAROTOKO","2020-12"
1,"RANOMAFANA","RANOMAFANA","2020-12"
10,"TSARATANANA","TSARATANANA","2020-12"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2021-01"
4,"AMBOHIMIERA","AMBOHIMIERA","2021-01"
9,"ANALAMPASINA","ANALAMPASINA","2021-01"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2021-01"
7,"AMBIABE","ANDRORANGAVOLA","2021-01"
14,"ANTARETRA","ANTARETRA","2021-01"
15,"ANTSINDRA","ANTSINDRA","2021-01"
5,"AMPASINAMBO","FASINTSARA","2021-01"
11,"FASINTSARA","FASINTSARA","2021-01"
8,"IFANADIANA","IFANADIANA","2021-01"
3,"KELILALINA","KELILALINA","2021-01"
12,"MAROHARATRA","MAROHARATRA","2021-01"
13,"MAROTOKO","MAROTOKO","2021-01"
1,"RANOMAFANA","RANOMAFANA","2021-01"
10,"TSARATANANA","TSARATANANA","2021-01"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2021-02"
4,"AMBOHIMIERA","AMBOHIMIERA","2021-02"
9,"ANALAMPASINA","ANALAMPASINA","2021-02"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2021-02"
7,"AMBIABE","ANDRORANGAVOLA","2021-02"
14,"ANTARETRA","ANTARETRA","2021-02"
15,"ANTSINDRA","ANTSINDRA","2021-02"
5,"AMPASINAMBO","FASINTSARA","2021-02"
11,"FASINTSARA","FASINTSARA","2021-02"
8,"IFANADIANA","IFANADIANA","2021-02"
3,"KELILALINA","KELILALINA","2021-02"
12,"MAROHARATRA","MAROHARATRA","2021-02"
13,"MAROTOKO","MAROTOKO","2021-02"
1,"RANOMAFANA","RANOMAFANA","2021-02"
10,"TSARATANANA","TSARATANANA","2021-02"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2021-03"
4,"AMBOHIMIERA","AMBOHIMIERA","2021-03"
9,"ANALAMPASINA","ANALAMPASINA","2021-03"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2021-03"
7,"AMBIABE","ANDRORANGAVOLA","2021-03"
14,"ANTARETRA","ANTARETRA","2021-03"
15,"ANTSINDRA","ANTSINDRA","2021-03"
5,"AMPASINAMBO","FASINTSARA","2021-03"
11,"FASINTSARA","FASINTSARA","2021-03"
8,"IFANADIANA","IFANADIANA","2021-03"
3,"KELILALINA","KELILALINA","2021-03"
12,"MAROHARATRA","MAROHARATRA","2021-03"
13,"MAROTOKO","MAROTOKO","2021-03"
1,"RANOMAFANA","RANOMAFANA","2021-03"
10,"TSARATANANA","TSARATANANA","2021-03"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2021-04"
4,"AMBOHIMIERA","AMBOHIMIERA","2021-04"
9,"ANALAMPASINA","ANALAMPASINA","2021-04"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2021-04"
7,"AMBIABE","ANDRORANGAVOLA","2021-04"
14,"ANTARETRA","ANTARETRA","2021-04"
15,"ANTSINDRA","ANTSINDRA","2021-04"
5,"AMPASINAMBO","FASINTSARA","2021-04"
11,"FASINTSARA","FASINTSARA","2021-04"
8,"IFANADIANA","IFANADIANA","2021-04"
3,"KELILALINA","KELILALINA","2021-04"
12,"MAROHARATRA","MAROHARATRA","2021-04"
13,"MAROTOKO","MAROTOKO","2021-04"
1,"RANOMAFANA","RANOMAFANA","2021-04"
10,"TSARATANANA","TSARATANANA","2021-04"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2021-05"
4,"AMBOHIMIERA","AMBOHIMIERA","2021-05"
9,"ANALAMPASINA","ANALAMPASINA","2021-05"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2021-05"
7,"AMBIABE","ANDRORANGAVOLA","2021-05"
14,"ANTARETRA","ANTARETRA","2021-05"
15,"ANTSINDRA","ANTSINDRA","2021-05"
5,"AMPASINAMBO","FASINTSARA","2021-05"
11,"FASINTSARA","FASINTSARA","2021-05"
8,"IFANADIANA","IFANADIANA","2021-05"
3,"KELILALINA","KELILALINA","2021-05"
12,"MAROHARATRA","MAROHARATRA","2021-05"
13,"MAROTOKO","MAROTOKO","2021-05"
1,"RANOMAFANA","RANOMAFANA","2021-05"
10,"TSARATANANA","TSARATANANA","2021-05"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2021-06"
4,"AMBOHIMIERA","AMBOHIMIERA","2021-06"
9,"ANALAMPASINA","ANALAMPASINA","2021-06"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2021-06"
7,"AMBIABE","ANDRORANGAVOLA","2021-06"
14,"ANTARETRA","ANTARETRA","2021-06"
15,"ANTSINDRA","ANTSINDRA","2021-06"
5,"AMPASINAMBO","FASINTSARA","2021-06"
11,"FASINTSARA","FASINTSARA","2021-06"
8,"IFANADIANA","IFANADIANA","2021-06"
3,"KELILALINA","KELILALINA","2021-06"
12,"MAROHARATRA","MAROHARATRA","2021-06"
13,"MAROTOKO","MAROTOKO","2021-06"
1,"RANOMAFANA","RANOMAFANA","2021-06"
10,"TSARATANANA","TSARATANANA","2021-06"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2021-07"
4,"AMBOHIMIERA","AMBOHIMIERA","2021-07"
9,"ANALAMPASINA","ANALAMPASINA","2021-07"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2021-07"
7,"AMBIABE","ANDRORANGAVOLA","2021-07"
14,"ANTARETRA","ANTARETRA","2021-07"
15,"ANTSINDRA","ANTSINDRA","2021-07"
5,"AMPASINAMBO","FASINTSARA","2021-07"
11,"FASINTSARA","FASINTSARA","2021-07"
8,"IFANADIANA","IFANADIANA","2021-07"
3,"KELILALINA","KELILALINA","2021-07"
12,"MAROHARATRA","MAROHARATRA","2021-07"
13,"MAROTOKO","MAROTOKO","2021-07"
1,"RANOMAFANA","RANOMAFANA","2021-07"
10,"TSARATANANA","TSARATANANA","2021-07"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2021-08"
4,"AMBOHIMIERA","AMBOHIMIERA","2021-08"
9,"ANALAMPASINA","ANALAMPASINA","2021-08"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2021-08"
7,"AMBIABE","ANDRORANGAVOLA","2021-08"
14,"ANTARETRA","ANTARETRA","2021-08"
15,"ANTSINDRA","ANTSINDRA","2021-08"
5,"AMPASINAMBO","FASINTSARA","2021-08"
11,"FASINTSARA","FASINTSARA","2021-08"
8,"IFANADIANA","IFANADIANA","2021-08"
3,"KELILALINA","KELILALINA","2021-08"
12,"MAROHARATRA","MAROHARATRA","2021-08"
13,"MAROTOKO","MAROTOKO","2021-08"
1,"RANOMAFANA","RANOMAFANA","2021-08"
10,"TSARATANANA","TSARATANANA","2021-08"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2021-09"
4,"AMBOHIMIERA","AMBOHIMIERA","2021-09"
9,"ANALAMPASINA","ANALAMPASINA","2021-09"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2021-09"
7,"AMBIABE","ANDRORANGAVOLA","2021-09"
14,"ANTARETRA","ANTARETRA","2021-09"
15,"ANTSINDRA","ANTSINDRA","2021-09"
5,"AMPASINAMBO","FASINTSARA","2021-09"
11,"FASINTSARA","FASINTSARA","2021-09"
8,"IFANADIANA","IFANADIANA","2021-09"
3,"KELILALINA","KELILALINA","2021-09"
12,"MAROHARATRA","MAROHARATRA","2021-09"
13,"MAROTOKO","MAROTOKO","2021-09"
1,"RANOMAFANA","RANOMAFANA","2021-09"
10,"TSARATANANA","TSARATANANA","2021-09"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2021-10"
4,"AMBOHIMIERA","AMBOHIMIERA","2021-10"
9,"ANALAMPASINA","ANALAMPASINA","2021-10"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2021-10"
7,"AMBIABE","ANDRORANGAVOLA","2021-10"
14,"ANTARETRA","ANTARETRA","2021-10"
15,"ANTSINDRA","ANTSINDRA","2021-10"
5,"AMPASINAMBO","FASINTSARA","2021-10"
11,"FASINTSARA","FASINTSARA","2021-10"
8,"IFANADIANA","IFANADIANA","2021-10"
3,"KELILALINA","KELILALINA","2021-10"
12,"MAROHARATRA","MAROHARATRA","2021-10"
13,"MAROTOKO","MAROTOKO","2021-10"
1,"RANOMAFANA","RANOMAFANA","2021-10"
10,"TSARATANANA","TSARATANANA","2021-10"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2021-11"
4,"AMBOHIMIERA","AMBOHIMIERA","2021-11"
9,"ANALAMPASINA","ANALAMPASINA","2021-11"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2021-11"
7,"AMBIABE","ANDRORANGAVOLA","2021-11"
14,"ANTARETRA","ANTARETRA","2021-11"
15,"ANTSINDRA","ANTSINDRA","2021-11"
5,"AMPASINAMBO","FASINTSARA","2021-11"
11,"FASINTSARA","FASINTSARA","2021-11"
8,"IFANADIANA","IFANADIANA","2021-11"
3,"KELILALINA","KELILALINA","2021-11"
12,"MAROHARATRA","MAROHARATRA","2021-11"
13,"MAROTOKO","MAROTOKO","2021-11"
1,"RANOMAFANA","RANOMAFANA","2021-11"
10,"TSARATANANA","TSARATANANA","2021-11"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2021-12"
4,"AMBOHIMIERA","AMBOHIMIERA","2021-12"
9,"ANALAMPASINA","ANALAMPASINA","2021-12"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2021-12"
7,"AMBIABE","ANDRORANGAVOLA","2021-12"
14,"ANTARETRA","ANTARETRA","2021-12"
15,"ANTSINDRA","ANTSINDRA","2021-12"
5,"AMPASINAMBO","FASINTSARA","2021-12"
11,"FASINTSARA","FASINTSARA","2021-12"
8,"IFANADIANA","IFANADIANA","2021-12"
3,"KELILALINA","KELILALINA","2021-12"
12,"MAROHARATRA","MAROHARATRA","2021-12"
13,"MAROTOKO","MAROTOKO","2021-12"
1,"RANOMAFANA","RANOMAFANA","2021-12"
10,"TSARATANANA","TSARATANANA","2021-12"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2022-01"
4,"AMBOHIMIERA","AMBOHIMIERA","2022-01"
9,"ANALAMPASINA","ANALAMPASINA","2022-01"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2022-01"
7,"AMBIABE","ANDRORANGAVOLA","2022-01"
14,"ANTARETRA","ANTARETRA","2022-01"
15,"ANTSINDRA","ANTSINDRA","2022-01"
5,"AMPASINAMBO","FASINTSARA","2022-01"
11,"FASINTSARA","FASINTSARA","2022-01"
8,"IFANADIANA","IFANADIANA","2022-01"
3,"KELILALINA","KELILALINA","2022-01"
12,"MAROHARATRA","MAROHARATRA","2022-01"
13,"MAROTOKO","MAROTOKO","2022-01"
1,"RANOMAFANA","RANOMAFANA","2022-01"
10,"TSARATANANA","TSARATANANA","2022-01"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2022-02"
4,"AMBOHIMIERA","AMBOHIMIERA","2022-02"
9,"ANALAMPASINA","ANALAMPASINA","2022-02"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2022-02"
7,"AMBIABE","ANDRORANGAVOLA","2022-02"
14,"ANTARETRA","ANTARETRA","2022-02"
15,"ANTSINDRA","ANTSINDRA","2022-02"
5,"AMPASINAMBO","FASINTSARA","2022-02"
11,"FASINTSARA","FASINTSARA","2022-02"
8,"IFANADIANA","IFANADIANA","2022-02"
3,"KELILALINA","KELILALINA","2022-02"
12,"MAROHARATRA","MAROHARATRA","2022-02"
13,"MAROTOKO","MAROTOKO","2022-02"
1,"RANOMAFANA","RANOMAFANA","2022-02"
10,"TSARATANANA","TSARATANANA","2022-02"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2022-03"
