"fid","new_commun","old_commun","date"
10,"TSARATANANA","TSARATANANA","2011-08"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2011-09"
4,"AMBOHIMIERA","AMBOHIMIERA","2011-09"
9,"ANALAMPASINA","ANALAMPASINA","2011-09"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2011-09"
7,"AMBIABE","ANDRORANGAVOLA","2011-09"
14,"ANTARETRA","ANTARETRA","2011-09"
15,"ANTSINDRA","ANTSINDRA","2011-09"
5,"AMPASINAMBO","FASINTSARA","2011-09"
11,"FASINTSARA","FASINTSARA","2011-09"
8,"IFANADIANA","IFANADIANA","2011-09"
3,"KELILALINA","KELILALINA","2011-09"
12,"MAROHARATRA","MAROHARATRA","2011-09"
13,"MAROTOKO","MAROTOKO","2011-09"
1,"RANOMAFANA","RANOMAFANA","2011-09"
10,"TSARATANANA","TSARATANANA","2011-09"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2011-10"
4,"AMBOHIMIERA","AMBOHIMIERA","2011-10"
9,"ANALAMPASINA","ANALAMPASINA","2011-10"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2011-10"
7,"AMBIABE","ANDRORANGAVOLA","2011-10"
14,"ANTARETRA","ANTARETRA","2011-10"
15,"ANTSINDRA","ANTSINDRA","2011-10"
5,"AMPASINAMBO","FASINTSARA","2011-10"
11,"FASINTSARA","FASINTSARA","2011-10"
8,"IFANADIANA","IFANADIANA","2011-10"
3,"KELILALINA","KELILALINA","2011-10"
12,"MAROHARATRA","MAROHARATRA","2011-10"
13,"MAROTOKO","MAROTOKO","2011-10"
1,"RANOMAFANA","RANOMAFANA","2011-10"
10,"TSARATANANA","TSARATANANA","2011-10"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2011-11"
4,"AMBOHIMIERA","AMBOHIMIERA","2011-11"
9,"ANALAMPASINA","ANALAMPASINA","2011-11"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2011-11"
7,"AMBIABE","ANDRORANGAVOLA","2011-11"
14,"ANTARETRA","ANTARETRA","2011-11"
15,"ANTSINDRA","ANTSINDRA","2011-11"
5,"AMPASINAMBO","FASINTSARA","2011-11"
11,"FASINTSARA","FASINTSARA","2011-11"
8,"IFANADIANA","IFANADIANA","2011-11"
3,"KELILALINA","KELILALINA","2011-11"
12,"MAROHARATRA","MAROHARATRA","2011-11"
13,"MAROTOKO","MAROTOKO","2011-11"
1,"RANOMAFANA","RANOMAFANA","2011-11"
10,"TSARATANANA","TSARATANANA","2011-11"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2011-12"
4,"AMBOHIMIERA","AMBOHIMIERA","2011-12"
9,"ANALAMPASINA","ANALAMPASINA","2011-12"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2011-12"
7,"AMBIABE","ANDRORANGAVOLA","2011-12"
14,"ANTARETRA","ANTARETRA","2011-12"
15,"ANTSINDRA","ANTSINDRA","2011-12"
5,"AMPASINAMBO","FASINTSARA","2011-12"
11,"FASINTSARA","FASINTSARA","2011-12"
8,"IFANADIANA","IFANADIANA","2011-12"
3,"KELILALINA","KELILALINA","2011-12"
12,"MAROHARATRA","MAROHARATRA","2011-12"
13,"MAROTOKO","MAROTOKO","2011-12"
1,"RANOMAFANA","RANOMAFANA","2011-12"
10,"TSARATANANA","TSARATANANA","2011-12"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2012-01"
4,"AMBOHIMIERA","AMBOHIMIERA","2012-01"
9,"ANALAMPASINA","ANALAMPASINA","2012-01"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2012-01"
7,"AMBIABE","ANDRORANGAVOLA","2012-01"
14,"ANTARETRA","ANTARETRA","2012-01"
15,"ANTSINDRA","ANTSINDRA","2012-01"
5,"AMPASINAMBO","FASINTSARA","2012-01"
11,"FASINTSARA","FASINTSARA","2012-01"
8,"IFANADIANA","IFANADIANA","2012-01"
3,"KELILALINA","KELILALINA","2012-01"
12,"MAROHARATRA","MAROHARATRA","2012-01"
13,"MAROTOKO","MAROTOKO","2012-01"
1,"RANOMAFANA","RANOMAFANA","2012-01"
10,"TSARATANANA","TSARATANANA","2012-01"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2012-02"
4,"AMBOHIMIERA","AMBOHIMIERA","2012-02"
9,"ANALAMPASINA","ANALAMPASINA","2012-02"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2012-02"
7,"AMBIABE","ANDRORANGAVOLA","2012-02"
14,"ANTARETRA","ANTARETRA","2012-02"
15,"ANTSINDRA","ANTSINDRA","2012-02"
5,"AMPASINAMBO","FASINTSARA","2012-02"
11,"FASINTSARA","FASINTSARA","2012-02"
8,"IFANADIANA","IFANADIANA","2012-02"
3,"KELILALINA","KELILALINA","2012-02"
12,"MAROHARATRA","MAROHARATRA","2012-02"
13,"MAROTOKO","MAROTOKO","2012-02"
1,"RANOMAFANA","RANOMAFANA","2012-02"
10,"TSARATANANA","TSARATANANA","2012-02"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2012-03"
4,"AMBOHIMIERA","AMBOHIMIERA","2012-03"
9,"ANALAMPASINA","ANALAMPASINA","2012-03"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2012-03"
7,"AMBIABE","ANDRORANGAVOLA","2012-03"
14,"ANTARETRA","ANTARETRA","2012-03"
15,"ANTSINDRA","ANTSINDRA","2012-03"
5,"AMPASINAMBO","FASINTSARA","2012-03"
11,"FASINTSARA","FASINTSARA","2012-03"
8,"IFANADIANA","IFANADIANA","2012-03"
3,"KELILALINA","KELILALINA","2012-03"
12,"MAROHARATRA","MAROHARATRA","2012-03"
13,"MAROTOKO","MAROTOKO","2012-03"
1,"RANOMAFANA","RANOMAFANA","2012-03"
10,"TSARATANANA","TSARATANANA","2012-03"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2012-04"
4,"AMBOHIMIERA","AMBOHIMIERA","2012-04"
