"fid","comm_fkt","new_commun","old_commun","date"
103,"ANTSINDRA_AMBATOVORY","ANTSINDRA","ANTSINDRA","2000-03"
104,"ANTSINDRA_ANTSINDRA","ANTSINDRA","ANTSINDRA","2000-03"
105,"ANTSINDRA_BEFOTAKA","ANTSINDRA","ANTSINDRA","2000-03"
106,"ANTSINDRA_AMPITABE","ANTSINDRA","ANTSINDRA","2000-03"
194,"ANTSINDRA_AMPITOMITA","ANTSINDRA","ANTSINDRA","2000-03"
195,"ANTSINDRA_ANIVORANO","ANTSINDRA","ANTSINDRA","2000-03"
26,"AMPASINAMBO_AMPASINAMBO","AMPASINAMBO","FASINTSARA","2000-03"
55,"AMPASINAMBO_VOLOBE","AMPASINAMBO","FASINTSARA","2000-03"
100,"AMPASINAMBO_FIADANANA NORD","AMPASINAMBO","FASINTSARA","2000-03"
126,"AMPASINAMBO_MORARANO","AMPASINAMBO","FASINTSARA","2000-03"
127,"AMPASINAMBO_AMPASIMBOLA I","AMPASINAMBO","FASINTSARA","2000-03"
128,"AMPASINAMBO_SAKAVANANA","AMPASINAMBO","FASINTSARA","2000-03"
129,"AMPASINAMBO_AMBODIARA NORD","AMPASINAMBO","FASINTSARA","2000-03"
7,"FASINTSARA_AMBALAPAISO","FASINTSARA","FASINTSARA","2000-03"
23,"FASINTSARA_SAHAKONDRO","FASINTSARA","FASINTSARA","2000-03"
24,"FASINTSARA_MANAKANA SUD","FASINTSARA","FASINTSARA","2000-03"
25,"FASINTSARA_AMBODIARA SUD","FASINTSARA","FASINTSARA","2000-03"
27,"FASINTSARA_AMBODIVOANGY","FASINTSARA","FASINTSARA","2000-03"
28,"FASINTSARA_AMBINANISERY","FASINTSARA","FASINTSARA","2000-03"
56,"FASINTSARA_TSARATANANA","FASINTSARA","FASINTSARA","2000-03"
57,"FASINTSARA_TSARARIVOTRA","FASINTSARA","FASINTSARA","2000-03"
58,"FASINTSARA_BEFOTAKA","FASINTSARA","FASINTSARA","2000-03"
59,"FASINTSARA_AMBOHITSARA","FASINTSARA","FASINTSARA","2000-03"
60,"FASINTSARA_FASINTSARA","FASINTSARA","FASINTSARA","2000-03"
99,"FASINTSARA_ANDRANOMAINTSO","FASINTSARA","FASINTSARA","2000-03"
115,"FASINTSARA_ANTENIMBELONA","FASINTSARA","FASINTSARA","2000-03"
116,"FASINTSARA_AMBOHINIHAONANA","FASINTSARA","FASINTSARA","2000-03"
117,"FASINTSARA_MAROVORAKA","FASINTSARA","FASINTSARA","2000-03"
118,"FASINTSARA_AMBATOMANJAKA","FASINTSARA","FASINTSARA","2000-03"
119,"FASINTSARA_TSARAKIANJA","FASINTSARA","FASINTSARA","2000-03"
63,"AMBIABE_AMBINANINDRANOTELO","AMBIABE","IFANADIANA","2000-03"
64,"AMBIABE_ANKABOKA","AMBIABE","IFANADIANA","2000-03"
65,"AMBIABE_AMBIABE I","AMBIABE","IFANADIANA","2000-03"
36,"IFANADIANA_ANTAFOTENINA","IFANADIANA","IFANADIANA","2000-03"
78,"IFANADIANA_SAHAFITOROKA","IFANADIANA","IFANADIANA","2000-03"
79,"IFANADIANA_MAROMENA","IFANADIANA","IFANADIANA","2000-03"
138,"IFANADIANA_IFANADIANA","IFANADIANA","IFANADIANA","2000-03"
139,"IFANADIANA_ANDRANOFOLAHINA","IFANADIANA","IFANADIANA","2000-03"
140,"IFANADIANA_AMBORAKA","IFANADIANA","IFANADIANA","2000-03"
141,"IFANADIANA_AMBODIRAFIA II","IFANADIANA","IFANADIANA","2000-03"
142,"IFANADIANA_FENOARIVO I","IFANADIANA","IFANADIANA","2000-03"
162,"IFANADIANA_AMBODIARA","IFANADIANA","IFANADIANA","2000-03"
69,"AMBIABE_SAHAVATANA","AMBIABE","KELILALINA","2000-03"
48,"KELILALINA_AMPITAMBE","KELILALINA","KELILALINA","2000-03"
49,"KELILALINA_MANDRIVANY","KELILALINA","KELILALINA","2000-03"
50,"KELILALINA_AMBODIPAISO NORD","KELILALINA","KELILALINA","2000-03"
51,"KELILALINA_AMBODIPAISO SUD","KELILALINA","KELILALINA","2000-03"
52,"KELILALINA_KELILALINA","KELILALINA","KELILALINA","2000-03"
53,"KELILALINA_ANDRANOMAINTY","KELILALINA","KELILALINA","2000-03"
54,"KELILALINA_ANOSY","KELILALINA","KELILALINA","2000-03"
61,"KELILALINA_AMBOHINIHAONANA","KELILALINA","KELILALINA","2000-03"
62,"KELILALINA_KIANJANOMBY","KELILALINA","KELILALINA","2000-03"
70,"KELILALINA_AMBODIVOANGY","KELILALINA","KELILALINA","2000-03"
97,"KELILALINA_AMBALADINGANA","KELILALINA","KELILALINA","2000-03"
188,"KELILALINA_FOTSIALANANA","KELILALINA","KELILALINA","2000-03"
1,"MAROHARATRA_AMPASIMPOTSY","MAROHARATRA","MAROHARATRA","2000-03"
14,"MAROHARATRA_MANAKANA","MAROHARATRA","MAROHARATRA","2000-03"
22,"MAROHARATRA_SOANIERANA","MAROHARATRA","MAROHARATRA","2000-03"
30,"MAROHARATRA_MALEMIAMBO","MAROHARATRA","MAROHARATRA","2000-03"
40,"MAROHARATRA_AMBINANINDRANO","MAROHARATRA","MAROHARATRA","2000-03"
91,"MAROHARATRA_MALAZAMASINA SUD","MAROHARATRA","MAROHARATRA","2000-03"
92,"MAROHARATRA_MALAZAMASINA NORD","MAROHARATRA","MAROHARATRA","2000-03"
93,"MAROHARATRA_ANTANJOMANGA","MAROHARATRA","MAROHARATRA","2000-03"
94,"MAROHARATRA_BETAMPONA NORD","MAROHARATRA","MAROHARATRA","2000-03"
101,"MAROHARATRA_MAROHARATRA","MAROHARATRA","MAROHARATRA","2000-03"
145,"MAROHARATRA_TANAMBAO OUEST","MAROHARATRA","MAROHARATRA","2000-03"
150,"MAROHARATRA_SAHOMBY","MAROHARATRA","MAROHARATRA","2000-03"
151,"MAROHARATRA_AMBODIMANGA","MAROHARATRA","MAROHARATRA","2000-03"
152,"MAROHARATRA_AMPASIMADINIKA","MAROHARATRA","MAROHARATRA","2000-03"
180,"MAROHARATRA_AMPASIMADINIKAKELY","MAROHARATRA","MAROHARATRA","2000-03"
181,"MAROHARATRA_AMBALAVOLO","MAROHARATRA","MAROHARATRA","2000-03"
182,"MAROHARATRA_AMBOHITSARA EST","MAROHARATRA","MAROHARATRA","2000-03"
183,"MAROHARATRA_ANIVORANO","MAROHARATRA","MAROHARATRA","2000-03"
184,"MAROHARATRA_MAHATSARA","MAROHARATRA","MAROHARATRA","2000-03"
3,"MAROTOKO_AMBOATROTROKA","MAROTOKO","MAROTOKO","2000-03"
4,"MAROTOKO_MANDIAFASINA","MAROTOKO","MAROTOKO","2000-03"
5,"MAROTOKO_AMBODIARA SUD","MAROTOKO","MAROTOKO","2000-03"
6,"MAROTOKO_MANAMPANDRANA","MAROTOKO","MAROTOKO","2000-03"
21,"MAROTOKO_KIANJANOMBY","MAROTOKO","MAROTOKO","2000-03"
157,"MAROTOKO_MAROTOKO","MAROTOKO","MAROTOKO","2000-03"
158,"MAROTOKO_AMBALAVIA","MAROTOKO","MAROTOKO","2000-03"
159,"MAROTOKO_AMBATOMITRATRAKA","MAROTOKO","MAROTOKO","2000-03"
160,"MAROTOKO_AMBARIJATSY","MAROTOKO","MAROTOKO","2000-03"
161,"MAROTOKO_AMBOHIMAHAVELONA","MAROTOKO","MAROTOKO","2000-03"
87,"RANOMAFANA_RANOMAFANA","RANOMAFANA","RANOMAFANA","2000-03"
88,"RANOMAFANA_AMBATOLAHY","RANOMAFANA","RANOMAFANA","2000-03"
89,"RANOMAFANA_TSARAMANDROSO","RANOMAFANA","RANOMAFANA","2000-03"
90,"RANOMAFANA_VOHIMARINA","RANOMAFANA","RANOMAFANA","2000-03"
146,"RANOMAFANA_MENARANO","RANOMAFANA","RANOMAFANA","2000-03"
147,"RANOMAFANA_AMBODIAVIAVY","RANOMAFANA","RANOMAFANA","2000-03"
148,"RANOMAFANA_AMPASIMPOTSY","RANOMAFANA","RANOMAFANA","2000-03"
149,"RANOMAFANA_SAHANDRAZANA","RANOMAFANA","RANOMAFANA","2000-03"
29,"TSARATANANA_AMBODIRAFIA EST","TSARATANANA","TSARATANANA","2000-03"
41,"TSARATANANA_SAHOFIKA","TSARATANANA","TSARATANANA","2000-03"
42,"TSARATANANA_AMBOHITSARA I","TSARATANANA","TSARATANANA","2000-03"
43,"TSARATANANA_ANDRORANGAVOLA VAT","TSARATANANA","TSARATANANA","2000-03"
44,"TSARATANANA_TSARATANANA","TSARATANANA","TSARATANANA","2000-03"
45,"TSARATANANA_AMBODIGOAVY","TSARATANANA","TSARATANANA","2000-03"
46,"TSARATANANA_AMBODIMANGA OUEST","TSARATANANA","TSARATANANA","2000-03"
47,"TSARATANANA_VOHITRARIVO","TSARATANANA","TSARATANANA","2000-03"
74,"TSARATANANA_AMBOHINIHAONANA","TSARATANANA","TSARATANANA","2000-03"
75,"TSARATANANA_AMBATOHARANANA","TSARATANANA","TSARATANANA","2000-03"
76,"TSARATANANA_SANDRAKELY","TSARATANANA","TSARATANANA","2000-03"
77,"TSARATANANA_AMBODIMANGA EST","TSARATANANA","TSARATANANA","2000-03"
84,"TSARATANANA_ANTARALAVA","TSARATANANA","TSARATANANA","2000-03"
85,"TSARATANANA_AMBOHIMITA","TSARATANANA","TSARATANANA","2000-03"
86,"TSARATANANA_SANDRASATY","TSARATANANA","TSARATANANA","2000-03"
163,"TSARATANANA_ANALAMARINA","TSARATANANA","TSARATANANA","2000-03"
164,"TSARATANANA_AMBALAFATAKANA EST","TSARATANANA","TSARATANANA","2000-03"
165,"TSARATANANA_AMBALAFARY","TSARATANANA","TSARATANANA","2000-03"
166,"TSARATANANA_MAROFOTOTRA","TSARATANANA","TSARATANANA","2000-03"
167,"TSARATANANA_AMBOHIMASINA","TSARATANANA","TSARATANANA","2000-03"
168,"TSARATANANA_BEFARY","TSARATANANA","TSARATANANA","2000-03"
169,"TSARATANANA_AMBATOHARANANAKELY","TSARATANANA","TSARATANANA","2000-03"
170,"TSARATANANA_AMBOHIPO","TSARATANANA","TSARATANANA","2000-03"
2,"AMBOHIMANGA DU SUD_AMBODIVOASA","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2000-04"
10,"AMBOHIMANGA DU SUD_AMBATOFANOK","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2000-04"
11,"AMBOHIMANGA DU SUD_AMBODIRAFIA","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2000-04"
12,"AMBOHIMANGA DU SUD_ANTANJONA","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2000-04"
13,"AMBOHIMANGA DU SUD_FALIARIVO","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2000-04"
95,"AMBOHIMANGA DU SUD_MASOAROVANA","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2000-04"
96,"AMBOHIMANGA DU SUD_AMBILANIBE","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2000-04"
98,"AMBOHIMANGA DU SUD_AMBOHIMIRAN","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2000-04"
107,"AMBOHIMANGA DU SUD_MANDROALINA","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2000-04"
108,"AMBOHIMANGA DU SUD_MORARANO","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2000-04"
109,"AMBOHIMANGA DU SUD_AMBOHIMANGA","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2000-04"
110,"AMBOHIMANGA DU SUD_SAHAMARANA","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2000-04"
111,"AMBOHIMANGA DU SUD_AMBODIMANGA","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2000-04"
112,"AMBOHIMANGA DU SUD_VOHITRARIVO","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2000-04"
130,"AMBOHIMANGA DU SUD_MAROSATROKA","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2000-04"
131,"AMBOHIMANGA DU SUD_ANDRORANGAV","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2000-04"
156,"AMBOHIMANGA DU SUD_AMBODIARA","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2000-04"
171,"AMBOHIMANGA DU SUD_SOANIHERENA","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2000-04"
172,"AMBOHIMANGA DU SUD_AMBALAVARY","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2000-04"
177,"AMBOHIMANGA DU SUD_FASINTSARA","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2000-04"
178,"AMBOHIMANGA DU SUD_NOSIMBOAHAN","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2000-04"
179,"AMBOHIMANGA DU SUD_AMBALAHERAN","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2000-04"
193,"AMBOHIMANGA DU SUD_MAROLANANAN","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2000-04"
15,"AMBOHIMIERA_ANDEMAKA NORD","AMBOHIMIERA","AMBOHIMIERA","2000-04"
16,"AMBOHIMIERA_MANARINONY","AMBOHIMIERA","AMBOHIMIERA","2000-04"
17,"AMBOHIMIERA_ANTARAMBAKANA","AMBOHIMIERA","AMBOHIMIERA","2000-04"
18,"AMBOHIMIERA_SAHALALONA","AMBOHIMIERA","AMBOHIMIERA","2000-04"
19,"AMBOHIMIERA_ANDRORANGAVOLA","AMBOHIMIERA","AMBOHIMIERA","2000-04"
20,"AMBOHIMIERA_VOHIMENA","AMBOHIMIERA","AMBOHIMIERA","2000-04"
37,"AMBOHIMIERA_TSINJORANO","AMBOHIMIERA","AMBOHIMIERA","2000-04"
38,"AMBOHIMIERA_SAHASOMANGANA","AMBOHIMIERA","AMBOHIMIERA","2000-04"
39,"AMBOHIMIERA_MAROFOTSY","AMBOHIMIERA","AMBOHIMIERA","2000-04"
120,"AMBOHIMIERA_AMBOLO","AMBOHIMIERA","AMBOHIMIERA","2000-04"
121,"AMBOHIMIERA_AMBINANITOMAROSANA","AMBOHIMIERA","AMBOHIMIERA","2000-04"
122,"AMBOHIMIERA_AMBOHIDAZA","AMBOHIMIERA","AMBOHIMIERA","2000-04"
123,"AMBOHIMIERA_AMPANTSONA","AMBOHIMIERA","AMBOHIMIERA","2000-04"
124,"AMBOHIMIERA_AMBOHIMILANJA","AMBOHIMIERA","AMBOHIMIERA","2000-04"
125,"AMBOHIMIERA_AMBOHIMAHAVELONA","AMBOHIMIERA","AMBOHIMIERA","2000-04"
143,"AMBOHIMIERA_AMBOHIMIERA","AMBOHIMIERA","AMBOHIMIERA","2000-04"
144,"AMBOHIMIERA_MAROMANANA","AMBOHIMIERA","AMBOHIMIERA","2000-04"
173,"AMBOHIMIERA_AMBOHIMAHATSINJO","AMBOHIMIERA","AMBOHIMIERA","2000-04"
174,"AMBOHIMIERA_FIADANANA NORD","AMBOHIMIERA","AMBOHIMIERA","2000-04"
175,"AMBOHIMIERA_AMBODIMANGA","AMBOHIMIERA","AMBOHIMIERA","2000-04"
176,"AMBOHIMIERA_FALIARIVO","AMBOHIMIERA","AMBOHIMIERA","2000-04"
8,"ANALAMPASINA_ANALAVORY","ANALAMPASINA","ANALAMPASINA","2000-04"
113,"ANALAMPASINA_AMBOHIMALAZA","ANALAMPASINA","ANALAMPASINA","2000-04"
114,"ANALAMPASINA_MANJIRIANA SUD","ANALAMPASINA","ANALAMPASINA","2000-04"
153,"ANALAMPASINA_AMBARO","ANALAMPASINA","ANALAMPASINA","2000-04"
154,"ANALAMPASINA_ANDRORANGAVOLA SU","ANALAMPASINA","ANALAMPASINA","2000-04"
155,"ANALAMPASINA_ANALAMPASINA","ANALAMPASINA","ANALAMPASINA","2000-04"
185,"ANALAMPASINA_BETAMPO NORD","ANALAMPASINA","ANALAMPASINA","2000-04"
186,"ANALAMPASINA_AMBOHIMIARINA","ANALAMPASINA","ANALAMPASINA","2000-04"
187,"ANALAMPASINA_MATSITSIRANO","ANALAMPASINA","ANALAMPASINA","2000-04"
32,"AMBIABE_AMBALATENINA","AMBIABE","ANDRORANGAVOLA","2000-04"
33,"AMBIABE_AMBALAFASINA","AMBIABE","ANDRORANGAVOLA","2000-04"
9,"ANDRORANGAVOLA_ANDRORANGAVOLA","ANDRORANGAVOLA","ANDRORANGAVOLA","2000-04"
31,"ANDRORANGAVOLA_AMBODIFONTSINA","ANDRORANGAVOLA","ANDRORANGAVOLA","2000-04"
34,"ANDRORANGAVOLA_MAHASOA","ANDRORANGAVOLA","ANDRORANGAVOLA","2000-04"
35,"ANDRORANGAVOLA_AMBODIRORANGA","ANDRORANGAVOLA","ANDRORANGAVOLA","2000-04"
66,"ANDRORANGAVOLA_ANIVORANO","ANDRORANGAVOLA","ANDRORANGAVOLA","2000-04"
67,"ANDRORANGAVOLA_LAVAKIANJA SUD","ANDRORANGAVOLA","ANDRORANGAVOLA","2000-04"
68,"ANDRORANGAVOLA_AMBODIARA NORD","ANDRORANGAVOLA","ANDRORANGAVOLA","2000-04"
71,"ANDRORANGAVOLA_AMPASIMPOTSY","ANDRORANGAVOLA","ANDRORANGAVOLA","2000-04"
72,"ANDRORANGAVOLA_AMBALATABAKA","ANDRORANGAVOLA","ANDRORANGAVOLA","2000-04"
73,"ANDRORANGAVOLA_AMBOHIMISAFY","ANDRORANGAVOLA","ANDRORANGAVOLA","2000-04"
80,"ANDRORANGAVOLA_AMBALAVAONA","ANDRORANGAVOLA","ANDRORANGAVOLA","2000-04"
81,"ANDRORANGAVOLA_AMBOHIMAHAVELON","ANDRORANGAVOLA","ANDRORANGAVOLA","2000-04"
82,"ANDRORANGAVOLA_NOSIBE SUD","ANDRORANGAVOLA","ANDRORANGAVOLA","2000-04"
83,"ANDRORANGAVOLA_MANDRIAPOTSY","ANDRORANGAVOLA","ANDRORANGAVOLA","2000-04"
132,"ANTARETRA_AMBINANIVATOMENA","ANTARETRA","ANTARETRA","2000-04"
133,"ANTARETRA_AMBODIARA I","ANTARETRA","ANTARETRA","2000-04"
134,"ANTARETRA_MORAFENO","ANTARETRA","ANTARETRA","2000-04"
135,"ANTARETRA_BETAMPONA","ANTARETRA","ANTARETRA","2000-04"
136,"ANTARETRA_ANDRANOMAITSO","ANTARETRA","ANTARETRA","2000-04"
137,"ANTARETRA_ANTARETRA","ANTARETRA","ANTARETRA","2000-04"
189,"ANTARETRA_AMBODIROTRA","ANTARETRA","ANTARETRA","2000-04"
190,"ANTARETRA_ANDONABE","ANTARETRA","ANTARETRA","2000-04"
191,"ANTARETRA_AMPASIMBE","ANTARETRA","ANTARETRA","2000-04"
192,"ANTARETRA_AMBOATROTROKA","ANTARETRA","ANTARETRA","2000-04"
102,"ANTSINDRA_KIANJAVATO","ANTSINDRA","ANTSINDRA","2000-04"
103,"ANTSINDRA_AMBATOVORY","ANTSINDRA","ANTSINDRA","2000-04"
104,"ANTSINDRA_ANTSINDRA","ANTSINDRA","ANTSINDRA","2000-04"
105,"ANTSINDRA_BEFOTAKA","ANTSINDRA","ANTSINDRA","2000-04"
106,"ANTSINDRA_AMPITABE","ANTSINDRA","ANTSINDRA","2000-04"
194,"ANTSINDRA_AMPITOMITA","ANTSINDRA","ANTSINDRA","2000-04"
195,"ANTSINDRA_ANIVORANO","ANTSINDRA","ANTSINDRA","2000-04"
26,"AMPASINAMBO_AMPASINAMBO","AMPASINAMBO","FASINTSARA","2000-04"
55,"AMPASINAMBO_VOLOBE","AMPASINAMBO","FASINTSARA","2000-04"
100,"AMPASINAMBO_FIADANANA NORD","AMPASINAMBO","FASINTSARA","2000-04"
126,"AMPASINAMBO_MORARANO","AMPASINAMBO","FASINTSARA","2000-04"
127,"AMPASINAMBO_AMPASIMBOLA I","AMPASINAMBO","FASINTSARA","2000-04"
128,"AMPASINAMBO_SAKAVANANA","AMPASINAMBO","FASINTSARA","2000-04"
129,"AMPASINAMBO_AMBODIARA NORD","AMPASINAMBO","FASINTSARA","2000-04"
7,"FASINTSARA_AMBALAPAISO","FASINTSARA","FASINTSARA","2000-04"
23,"FASINTSARA_SAHAKONDRO","FASINTSARA","FASINTSARA","2000-04"
24,"FASINTSARA_MANAKANA SUD","FASINTSARA","FASINTSARA","2000-04"
25,"FASINTSARA_AMBODIARA SUD","FASINTSARA","FASINTSARA","2000-04"
27,"FASINTSARA_AMBODIVOANGY","FASINTSARA","FASINTSARA","2000-04"
28,"FASINTSARA_AMBINANISERY","FASINTSARA","FASINTSARA","2000-04"
56,"FASINTSARA_TSARATANANA","FASINTSARA","FASINTSARA","2000-04"
57,"FASINTSARA_TSARARIVOTRA","FASINTSARA","FASINTSARA","2000-04"
58,"FASINTSARA_BEFOTAKA","FASINTSARA","FASINTSARA","2000-04"
59,"FASINTSARA_AMBOHITSARA","FASINTSARA","FASINTSARA","2000-04"
60,"FASINTSARA_FASINTSARA","FASINTSARA","FASINTSARA","2000-04"
99,"FASINTSARA_ANDRANOMAINTSO","FASINTSARA","FASINTSARA","2000-04"
115,"FASINTSARA_ANTENIMBELONA","FASINTSARA","FASINTSARA","2000-04"
116,"FASINTSARA_AMBOHINIHAONANA","FASINTSARA","FASINTSARA","2000-04"
117,"FASINTSARA_MAROVORAKA","FASINTSARA","FASINTSARA","2000-04"
118,"FASINTSARA_AMBATOMANJAKA","FASINTSARA","FASINTSARA","2000-04"
119,"FASINTSARA_TSARAKIANJA","FASINTSARA","FASINTSARA","2000-04"
63,"AMBIABE_AMBINANINDRANOTELO","AMBIABE","IFANADIANA","2000-04"
64,"AMBIABE_ANKABOKA","AMBIABE","IFANADIANA","2000-04"
65,"AMBIABE_AMBIABE I","AMBIABE","IFANADIANA","2000-04"
36,"IFANADIANA_ANTAFOTENINA","IFANADIANA","IFANADIANA","2000-04"
78,"IFANADIANA_SAHAFITOROKA","IFANADIANA","IFANADIANA","2000-04"
79,"IFANADIANA_MAROMENA","IFANADIANA","IFANADIANA","2000-04"
138,"IFANADIANA_IFANADIANA","IFANADIANA","IFANADIANA","2000-04"
139,"IFANADIANA_ANDRANOFOLAHINA","IFANADIANA","IFANADIANA","2000-04"
140,"IFANADIANA_AMBORAKA","IFANADIANA","IFANADIANA","2000-04"
141,"IFANADIANA_AMBODIRAFIA II","IFANADIANA","IFANADIANA","2000-04"
142,"IFANADIANA_FENOARIVO I","IFANADIANA","IFANADIANA","2000-04"
162,"IFANADIANA_AMBODIARA","IFANADIANA","IFANADIANA","2000-04"
69,"AMBIABE_SAHAVATANA","AMBIABE","KELILALINA","2000-04"
48,"KELILALINA_AMPITAMBE","KELILALINA","KELILALINA","2000-04"
49,"KELILALINA_MANDRIVANY","KELILALINA","KELILALINA","2000-04"
50,"KELILALINA_AMBODIPAISO NORD","KELILALINA","KELILALINA","2000-04"
51,"KELILALINA_AMBODIPAISO SUD","KELILALINA","KELILALINA","2000-04"
52,"KELILALINA_KELILALINA","KELILALINA","KELILALINA","2000-04"
53,"KELILALINA_ANDRANOMAINTY","KELILALINA","KELILALINA","2000-04"
54,"KELILALINA_ANOSY","KELILALINA","KELILALINA","2000-04"
61,"KELILALINA_AMBOHINIHAONANA","KELILALINA","KELILALINA","2000-04"
62,"KELILALINA_KIANJANOMBY","KELILALINA","KELILALINA","2000-04"
70,"KELILALINA_AMBODIVOANGY","KELILALINA","KELILALINA","2000-04"
97,"KELILALINA_AMBALADINGANA","KELILALINA","KELILALINA","2000-04"
188,"KELILALINA_FOTSIALANANA","KELILALINA","KELILALINA","2000-04"
1,"MAROHARATRA_AMPASIMPOTSY","MAROHARATRA","MAROHARATRA","2000-04"
14,"MAROHARATRA_MANAKANA","MAROHARATRA","MAROHARATRA","2000-04"
22,"MAROHARATRA_SOANIERANA","MAROHARATRA","MAROHARATRA","2000-04"
30,"MAROHARATRA_MALEMIAMBO","MAROHARATRA","MAROHARATRA","2000-04"
40,"MAROHARATRA_AMBINANINDRANO","MAROHARATRA","MAROHARATRA","2000-04"
91,"MAROHARATRA_MALAZAMASINA SUD","MAROHARATRA","MAROHARATRA","2000-04"
92,"MAROHARATRA_MALAZAMASINA NORD","MAROHARATRA","MAROHARATRA","2000-04"
93,"MAROHARATRA_ANTANJOMANGA","MAROHARATRA","MAROHARATRA","2000-04"
94,"MAROHARATRA_BETAMPONA NORD","MAROHARATRA","MAROHARATRA","2000-04"
101,"MAROHARATRA_MAROHARATRA","MAROHARATRA","MAROHARATRA","2000-04"
145,"MAROHARATRA_TANAMBAO OUEST","MAROHARATRA","MAROHARATRA","2000-04"
150,"MAROHARATRA_SAHOMBY","MAROHARATRA","MAROHARATRA","2000-04"
151,"MAROHARATRA_AMBODIMANGA","MAROHARATRA","MAROHARATRA","2000-04"
152,"MAROHARATRA_AMPASIMADINIKA","MAROHARATRA","MAROHARATRA","2000-04"
180,"MAROHARATRA_AMPASIMADINIKAKELY","MAROHARATRA","MAROHARATRA","2000-04"
181,"MAROHARATRA_AMBALAVOLO","MAROHARATRA","MAROHARATRA","2000-04"
182,"MAROHARATRA_AMBOHITSARA EST","MAROHARATRA","MAROHARATRA","2000-04"
183,"MAROHARATRA_ANIVORANO","MAROHARATRA","MAROHARATRA","2000-04"
184,"MAROHARATRA_MAHATSARA","MAROHARATRA","MAROHARATRA","2000-04"
3,"MAROTOKO_AMBOATROTROKA","MAROTOKO","MAROTOKO","2000-04"
4,"MAROTOKO_MANDIAFASINA","MAROTOKO","MAROTOKO","2000-04"
5,"MAROTOKO_AMBODIARA SUD","MAROTOKO","MAROTOKO","2000-04"
6,"MAROTOKO_MANAMPANDRANA","MAROTOKO","MAROTOKO","2000-04"
21,"MAROTOKO_KIANJANOMBY","MAROTOKO","MAROTOKO","2000-04"
157,"MAROTOKO_MAROTOKO","MAROTOKO","MAROTOKO","2000-04"
158,"MAROTOKO_AMBALAVIA","MAROTOKO","MAROTOKO","2000-04"
159,"MAROTOKO_AMBATOMITRATRAKA","MAROTOKO","MAROTOKO","2000-04"
160,"MAROTOKO_AMBARIJATSY","MAROTOKO","MAROTOKO","2000-04"
161,"MAROTOKO_AMBOHIMAHAVELONA","MAROTOKO","MAROTOKO","2000-04"
87,"RANOMAFANA_RANOMAFANA","RANOMAFANA","RANOMAFANA","2000-04"
88,"RANOMAFANA_AMBATOLAHY","RANOMAFANA","RANOMAFANA","2000-04"
89,"RANOMAFANA_TSARAMANDROSO","RANOMAFANA","RANOMAFANA","2000-04"
90,"RANOMAFANA_VOHIMARINA","RANOMAFANA","RANOMAFANA","2000-04"
146,"RANOMAFANA_MENARANO","RANOMAFANA","RANOMAFANA","2000-04"
147,"RANOMAFANA_AMBODIAVIAVY","RANOMAFANA","RANOMAFANA","2000-04"
148,"RANOMAFANA_AMPASIMPOTSY","RANOMAFANA","RANOMAFANA","2000-04"
149,"RANOMAFANA_SAHANDRAZANA","RANOMAFANA","RANOMAFANA","2000-04"
29,"TSARATANANA_AMBODIRAFIA EST","TSARATANANA","TSARATANANA","2000-04"
41,"TSARATANANA_SAHOFIKA","TSARATANANA","TSARATANANA","2000-04"
42,"TSARATANANA_AMBOHITSARA I","TSARATANANA","TSARATANANA","2000-04"
43,"TSARATANANA_ANDRORANGAVOLA VAT","TSARATANANA","TSARATANANA","2000-04"
44,"TSARATANANA_TSARATANANA","TSARATANANA","TSARATANANA","2000-04"
45,"TSARATANANA_AMBODIGOAVY","TSARATANANA","TSARATANANA","2000-04"
46,"TSARATANANA_AMBODIMANGA OUEST","TSARATANANA","TSARATANANA","2000-04"
47,"TSARATANANA_VOHITRARIVO","TSARATANANA","TSARATANANA","2000-04"
74,"TSARATANANA_AMBOHINIHAONANA","TSARATANANA","TSARATANANA","2000-04"
